boundary_id,source_session,session_row,boundary_frame,previous_annotation_id,next_annotation_id,previous_label,next_label,frames_available_before,frames_available_after,annotation_gap_frames,annotation_relation,reset_or_discontinuity,source_frame_contiguous,h4_supported,split
session_001_frame_0391683,training_ep_row_00001,1,391683,3276,4278,turn_off_lightbulb,lift_red_block_table,9786,8263,940,gap,False,True,True,train
session_001_frame_0391738,training_ep_row_00001,1,391738,4278,782,lift_red_block_table,place_in_slider,9841,8208,-10,overlap,False,True,True,train
session_001_frame_0392906,training_ep_row_00001,1,392906,3274,2903,place_in_slider,lift_blue_block_slider,11009,7040,221,gap,False,True,True,train
session_001_frame_0393270,training_ep_row_00001,1,393270,817,3505,lift_blue_block_slider,place_in_slider,11373,6676,291,gap,False,True,True,train
session_001_frame_0393513,training_ep_row_00001,1,393513,3505,684,place_in_slider,turn_on_lightbulb,11616,6433,178,gap,False,True,True,train
session_001_frame_0394649,training_ep_row_00001,1,394649,785,1834,turn_on_lightbulb,push_pink_block_right,12752,5297,131,gap,False,True,True,train
session_001_frame_0397499,training_ep_row_00001,1,397499,4973,4621,push_pink_block_right,place_in_slider,15602,2447,2795,gap,False,True,True,train
session_001_frame_0397590,training_ep_row_00001,1,397590,4621,697,place_in_slider,turn_on_lightbulb,15693,2356,54,gap,False,True,True,train
session_001_frame_0398751,training_ep_row_00001,1,398751,3490,4768,turn_on_lightbulb,turn_off_lightbulb,16854,1195,1095,gap,False,True,True,train
session_002_frame_0362334,training_ep_row_00002,2,362334,1374,2611,lift_red_block_table,turn_off_lightbulb,1081,7724,227,gap,False,True,True,train
session_002_frame_0363097,training_ep_row_00002,2,363097,2611,3532,turn_off_lightbulb,lift_red_block_table,1844,6961,698,gap,False,True,True,train
session_002_frame_0363572,training_ep_row_00002,2,363572,3532,4773,lift_red_block_table,place_in_slider,2319,6486,410,gap,False,True,True,train
session_002_frame_0365384,training_ep_row_00002,2,365384,4773,2516,place_in_slider,push_pink_block_right,4131,4674,1747,gap,False,True,True,train
session_002_frame_0365934,training_ep_row_00002,2,365934,2516,3992,push_pink_block_right,turn_on_lightbulb,4681,4124,485,gap,False,True,True,train
session_002_frame_0366567,training_ep_row_00002,2,366567,3992,4716,turn_on_lightbulb,lift_red_block_table,5314,3491,568,gap,False,True,True,train
session_002_frame_0367587,training_ep_row_00002,2,367587,285,714,lift_red_block_table,turn_off_lightbulb,6334,2471,949,gap,False,True,True,train
session_002_frame_0369039,training_ep_row_00002,2,369039,1607,299,turn_off_lightbulb,turn_on_lightbulb,7786,1019,476,gap,False,True,True,train
session_002_frame_0369471,training_ep_row_00002,2,369471,299,289,turn_on_lightbulb,turn_off_lightbulb,8218,587,367,gap,False,True,True,train
session_003_frame_0518266,training_ep_row_00003,3,518266,2144,3487,place_in_slider,turn_off_lightbulb,1222,21489,347,gap,False,True,True,development
session_003_frame_0518927,training_ep_row_00003,3,518927,4570,3277,turn_off_lightbulb,lift_red_block_table,1883,20828,588,gap,False,True,True,development
session_003_frame_0519046,training_ep_row_00003,3,519046,3277,2815,lift_red_block_table,lift_blue_block_slider,2002,20709,54,gap,False,True,True,development
session_003_frame_0519654,training_ep_row_00003,3,519654,1983,1819,lift_blue_block_slider,push_pink_block_right,2610,20101,539,gap,False,True,True,development
session_003_frame_0519691,training_ep_row_00003,3,519691,1819,956,push_pink_block_right,turn_on_lightbulb,2647,20064,-28,overlap,False,True,True,development
session_003_frame_0520998,training_ep_row_00003,3,520998,956,3289,turn_on_lightbulb,lift_red_block_table,3954,18757,1242,gap,False,True,True,development
session_003_frame_0522210,training_ep_row_00003,3,522210,2303,1560,lift_red_block_table,turn_on_lightbulb,5166,17545,592,gap,False,True,True,development
session_003_frame_0522427,training_ep_row_00003,3,522427,1560,2318,turn_on_lightbulb,lift_red_block_table,5383,17328,152,gap,False,True,True,development
session_003_frame_0523067,training_ep_row_00003,3,523067,669,3399,lift_red_block_table,place_in_slider,6023,16688,-11,overlap,False,True,True,development
session_003_frame_0523395,training_ep_row_00003,3,523395,3399,3948,place_in_slider,turn_on_lightbulb,6351,16360,286,gap,False,True,True,development
session_003_frame_0524943,training_ep_row_00003,3,524943,2715,4816,turn_on_lightbulb,lift_red_block_table,7899,14812,306,gap,False,True,True,development
session_003_frame_0525005,training_ep_row_00003,3,525005,4816,75,lift_red_block_table,place_in_slider,7961,14750,-3,overlap,False,True,True,development
session_003_frame_0525946,training_ep_row_00003,3,525946,75,958,place_in_slider,turn_on_lightbulb,8902,13809,900,gap,False,True,True,development
session_003_frame_0526440,training_ep_row_00003,3,526440,161,4566,turn_on_lightbulb,turn_off_lightbulb,9396,13315,440,gap,False,True,True,development
session_003_frame_0526791,training_ep_row_00003,3,526791,4566,3410,turn_off_lightbulb,lift_blue_block_slider,9747,12964,286,gap,False,True,True,development
session_003_frame_0529120,training_ep_row_00003,3,529120,3410,1952,lift_blue_block_slider,lift_red_block_table,12076,10635,2264,gap,False,True,True,development
session_003_frame_0529534,training_ep_row_00003,3,529534,1952,1934,lift_red_block_table,turn_off_lightbulb,12490,10221,374,gap,False,True,True,development
session_003_frame_0530441,training_ep_row_00003,3,530441,1934,4804,turn_off_lightbulb,turn_on_lightbulb,13397,9314,842,gap,False,True,True,development
session_003_frame_0530593,training_ep_row_00003,3,530593,4804,4915,turn_on_lightbulb,lift_red_block_table,13549,9162,87,gap,False,True,True,development
session_003_frame_0531049,training_ep_row_00003,3,531049,4915,3295,lift_red_block_table,turn_off_lightbulb,14005,8706,412,gap,False,True,True,development
session_003_frame_0531465,training_ep_row_00003,3,531465,3295,2812,turn_off_lightbulb,place_in_slider,14421,8290,351,gap,False,True,True,development
session_003_frame_0531515,training_ep_row_00003,3,531515,2812,889,place_in_slider,turn_on_lightbulb,14471,8240,10,gap,False,True,True,development
session_003_frame_0531576,training_ep_row_00003,3,531576,889,309,turn_on_lightbulb,turn_off_lightbulb,14532,8179,-4,overlap,False,True,True,development
session_003_frame_0531660,training_ep_row_00003,3,531660,309,263,turn_off_lightbulb,turn_on_lightbulb,14616,8095,19,gap,False,True,True,development
session_003_frame_0533014,training_ep_row_00003,3,533014,263,271,turn_on_lightbulb,turn_off_lightbulb,15970,6741,1311,gap,False,True,True,development
session_003_frame_0535417,training_ep_row_00003,3,535417,1966,882,turn_off_lightbulb,lift_blue_block_slider,18373,4338,540,gap,False,True,True,development
session_003_frame_0535492,training_ep_row_00003,3,535492,882,2842,lift_blue_block_slider,turn_on_lightbulb,18448,4263,10,gap,False,True,True,development
session_003_frame_0535746,training_ep_row_00003,3,535746,2842,4663,turn_on_lightbulb,place_in_slider,18702,4009,189,gap,False,True,True,development
session_003_frame_0536653,training_ep_row_00003,3,536653,4663,4547,place_in_slider,turn_off_lightbulb,19609,3102,866,gap,False,True,True,development
session_003_frame_0536829,training_ep_row_00003,3,536829,4547,829,turn_off_lightbulb,turn_on_lightbulb,19785,2926,111,gap,False,True,True,development
session_003_frame_0537337,training_ep_row_00003,3,537337,5,142,turn_on_lightbulb,place_in_slider,20293,2418,442,gap,False,True,True,development
session_003_frame_0537683,training_ep_row_00003,3,537683,938,2853,place_in_slider,turn_off_lightbulb,20639,2072,273,gap,False,True,True,development
session_003_frame_0538510,training_ep_row_00003,3,538510,2853,2151,turn_off_lightbulb,place_in_slider,21466,1245,762,gap,False,True,True,development
session_003_frame_0539015,training_ep_row_00003,3,539015,2151,4630,place_in_slider,push_pink_block_right,21971,740,456,gap,False,True,True,development
session_003_frame_0539052,training_ep_row_00003,3,539052,4427,2711,push_pink_block_right,place_in_slider,22008,703,-30,overlap,False,True,True,development
session_004_frame_0553691,training_ep_row_00004,4,553691,1415,3068,turn_on_lightbulb,lift_blue_block_slider,124,1551,-10,overlap,False,True,True,train
session_004_frame_0553916,training_ep_row_00004,4,553916,4943,3786,lift_blue_block_slider,push_pink_block_right,349,1326,150,gap,False,True,True,train
session_004_frame_0554046,training_ep_row_00004,4,554046,3786,302,push_pink_block_right,lift_red_block_table,479,1196,84,gap,False,True,True,train
session_004_frame_0554110,training_ep_row_00004,4,554110,302,3384,lift_red_block_table,place_in_slider,543,1132,-1,overlap,False,True,True,train
session_004_frame_0554474,training_ep_row_00004,4,554474,3384,3352,place_in_slider,turn_off_lightbulb,907,768,328,gap,False,True,True,train
session_005_frame_0555727,training_ep_row_00005,5,555727,1039,4859,lift_blue_block_slider,lift_red_block_table,485,22531,366,gap,False,True,True,train
session_005_frame_0556408,training_ep_row_00005,5,556408,4859,1740,lift_red_block_table,push_pink_block_right,1166,21850,616,gap,False,True,True,train
session_005_frame_0557063,training_ep_row_00005,5,557063,4225,4648,push_pink_block_right,place_in_slider,1821,21195,471,gap,False,True,True,train
session_005_frame_0558111,training_ep_row_00005,5,558111,4648,2452,place_in_slider,lift_blue_block_slider,2869,20147,1004,gap,False,True,True,train
session_005_frame_0559717,training_ep_row_00005,5,559717,2452,2169,lift_blue_block_slider,place_in_slider,4475,18541,1541,gap,False,True,True,train
session_005_frame_0561013,training_ep_row_00005,5,561013,1394,2600,place_in_slider,turn_on_lightbulb,5771,17245,1184,gap,False,True,True,train
session_005_frame_0561686,training_ep_row_00005,5,561686,2600,1973,turn_on_lightbulb,turn_off_lightbulb,6444,16572,608,gap,False,True,True,train
session_005_frame_0561870,training_ep_row_00005,5,561870,1973,5011,turn_off_lightbulb,push_pink_block_right,6628,16388,119,gap,False,True,True,train
session_005_frame_0561905,training_ep_row_00005,5,561905,5011,3571,push_pink_block_right,lift_blue_block_slider,6663,16353,-30,overlap,False,True,True,train
session_005_frame_0562143,training_ep_row_00005,5,562143,3571,841,lift_blue_block_slider,place_in_slider,6901,16115,173,gap,False,True,True,train
session_005_frame_0564298,training_ep_row_00005,5,564298,3357,2003,place_in_slider,turn_off_lightbulb,9056,13960,1612,gap,False,True,True,train
session_005_frame_0564578,training_ep_row_00005,5,564578,2003,1525,turn_off_lightbulb,place_in_slider,9336,13680,215,gap,False,True,True,train
session_005_frame_0565596,training_ep_row_00005,5,565596,1525,705,place_in_slider,turn_off_lightbulb,10354,12662,979,gap,False,True,True,train
session_005_frame_0568085,training_ep_row_00005,5,568085,705,4172,turn_off_lightbulb,turn_on_lightbulb,12843,10173,2424,gap,False,True,True,train
session_005_frame_0568220,training_ep_row_00005,5,568220,2001,1045,turn_on_lightbulb,lift_red_block_table,12978,10038,83,gap,False,True,True,train
session_005_frame_0568561,training_ep_row_00005,5,568561,1045,1744,lift_red_block_table,lift_blue_block_slider,13319,9697,276,gap,False,True,True,train
session_005_frame_0570110,training_ep_row_00005,5,570110,1744,1850,lift_blue_block_slider,push_pink_block_right,14868,8148,1484,gap,False,True,True,train
session_005_frame_0570236,training_ep_row_00005,5,570236,3697,1953,push_pink_block_right,turn_on_lightbulb,14994,8022,50,gap,False,True,True,train
session_005_frame_0573529,training_ep_row_00005,5,573529,4793,4822,turn_on_lightbulb,push_pink_block_right,18287,4729,3247,gap,False,True,True,train
session_005_frame_0574440,training_ep_row_00005,5,574440,4822,208,push_pink_block_right,turn_off_lightbulb,19198,3818,876,gap,False,True,True,train
session_005_frame_0575183,training_ep_row_00005,5,575183,208,3680,turn_off_lightbulb,lift_blue_block_slider,19941,3075,678,gap,False,True,True,train
session_005_frame_0575451,training_ep_row_00005,5,575451,3680,4677,lift_blue_block_slider,turn_on_lightbulb,20209,2807,203,gap,False,True,True,train
session_005_frame_0575887,training_ep_row_00005,5,575887,4677,4007,turn_on_lightbulb,turn_off_lightbulb,20645,2371,371,gap,False,True,True,train
session_005_frame_0576291,training_ep_row_00005,5,576291,4007,306,turn_off_lightbulb,lift_red_block_table,21049,1967,339,gap,False,True,True,train
session_005_frame_0576811,training_ep_row_00005,5,576811,306,972,lift_red_block_table,place_in_slider,21569,1447,455,gap,False,True,True,train
session_005_frame_0576944,training_ep_row_00005,5,576944,1955,4533,place_in_slider,turn_on_lightbulb,21702,1314,83,gap,False,True,True,train
session_006_frame_0055055,training_ep_row_00006,6,55055,4965,2204,lift_blue_block_slider,push_pink_block_right,1236,8179,743,gap,False,True,True,train
session_006_frame_0056050,training_ep_row_00006,6,56050,568,1936,push_pink_block_right,place_in_slider,2231,7184,922,gap,False,True,True,train
session_006_frame_0056277,training_ep_row_00006,6,56277,1936,4996,place_in_slider,lift_blue_block_slider,2458,6957,184,gap,False,True,True,train
session_006_frame_0057339,training_ep_row_00006,6,57339,4996,2825,lift_blue_block_slider,lift_red_block_table,3520,5895,997,gap,False,True,True,train
session_006_frame_0058450,training_ep_row_00006,6,58450,2825,194,lift_red_block_table,place_in_slider,4631,4784,1046,gap,False,True,True,train
session_006_frame_0060599,training_ep_row_00006,6,60599,194,284,place_in_slider,turn_off_lightbulb,6780,2635,2084,gap,False,True,True,train
session_006_frame_0061061,training_ep_row_00006,6,61061,284,4787,turn_off_lightbulb,turn_on_lightbulb,7242,2173,397,gap,False,True,True,train
session_007_frame_0197255,training_ep_row_00007,7,197255,3307,3249,lift_red_block_table,place_in_slider,77,22380,6,gap,False,True,True,train
session_007_frame_0197759,training_ep_row_00007,7,197759,3249,4131,place_in_slider,lift_blue_block_slider,581,21876,462,gap,False,True,True,train
session_007_frame_0198125,training_ep_row_00007,7,198125,4767,4105,lift_blue_block_slider,place_in_slider,947,21510,289,gap,False,True,True,train
session_007_frame_0199759,training_ep_row_00007,7,199759,2043,5022,place_in_slider,push_pink_block_right,2581,19876,1040,gap,False,True,True,train
session_007_frame_0201047,training_ep_row_00007,7,201047,2337,2099,push_pink_block_right,place_in_slider,3869,18588,1215,gap,False,True,True,train
session_007_frame_0201899,training_ep_row_00007,7,201899,3906,4711,place_in_slider,turn_off_lightbulb,4721,17736,-12,overlap,False,True,True,train
session_007_frame_0205363,training_ep_row_00007,7,205363,13,2926,turn_off_lightbulb,lift_red_block_table,8185,14272,3405,gap,False,True,True,train
session_007_frame_0205794,training_ep_row_00007,7,205794,2751,2801,lift_red_block_table,place_in_slider,8616,13841,6,gap,False,True,True,train
session_007_frame_0205830,training_ep_row_00007,7,205830,2801,3897,place_in_slider,turn_on_lightbulb,8652,13805,-7,overlap,False,True,True,train
session_007_frame_0206578,training_ep_row_00007,7,206578,3897,1472,turn_on_lightbulb,place_in_slider,9400,13057,683,gap,False,True,True,train
session_007_frame_0207919,training_ep_row_00007,7,207919,1472,1601,place_in_slider,turn_off_lightbulb,10741,11716,1301,gap,False,True,True,train
session_007_frame_0208008,training_ep_row_00007,7,208008,1601,1249,turn_off_lightbulb,push_pink_block_right,10830,11627,24,gap,False,True,True,train
session_007_frame_0208854,training_ep_row_00007,7,208854,1249,1492,push_pink_block_right,turn_on_lightbulb,11676,10781,781,gap,False,True,True,train
session_007_frame_0209660,training_ep_row_00007,7,209660,1492,2470,turn_on_lightbulb,push_pink_block_right,12482,9975,741,gap,False,True,True,train
session_007_frame_0211207,training_ep_row_00007,7,211207,2470,2139,push_pink_block_right,place_in_slider,14029,8428,1482,gap,False,True,True,train
session_007_frame_0211426,training_ep_row_00007,7,211426,1516,3359,place_in_slider,turn_on_lightbulb,14248,8209,179,gap,False,True,True,train
session_007_frame_0212551,training_ep_row_00007,7,212551,3359,1108,turn_on_lightbulb,push_pink_block_right,15373,7084,1060,gap,False,True,True,train
session_007_frame_0213298,training_ep_row_00007,7,213298,4871,2895,push_pink_block_right,turn_on_lightbulb,16120,6337,296,gap,False,True,True,train
session_007_frame_0213706,training_ep_row_00007,7,213706,2895,1763,turn_on_lightbulb,lift_blue_block_slider,16528,5929,343,gap,False,True,True,train
session_007_frame_0215721,training_ep_row_00007,7,215721,1763,2986,lift_blue_block_slider,lift_red_block_table,18543,3914,1950,gap,False,True,True,train
session_007_frame_0217559,training_ep_row_00007,7,217559,2986,4022,lift_red_block_table,turn_off_lightbulb,20381,2076,1773,gap,False,True,True,train
session_007_frame_0219191,training_ep_row_00007,7,219191,3921,2086,turn_off_lightbulb,lift_red_block_table,22013,444,-1,overlap,False,True,True,train
session_008_frame_0166531,training_ep_row_00008,8,166531,2183,1967,lift_blue_block_slider,lift_red_block_table,192,30647,27,gap,False,True,True,test
session_008_frame_0166761,training_ep_row_00008,8,166761,1967,4568,lift_red_block_table,turn_on_lightbulb,422,30417,165,gap,False,True,True,test
session_008_frame_0167528,training_ep_row_00008,8,167528,4568,4112,turn_on_lightbulb,turn_off_lightbulb,1189,29650,702,gap,False,True,True,test
session_008_frame_0168192,training_ep_row_00008,8,168192,4112,741,turn_off_lightbulb,turn_on_lightbulb,1853,28986,599,gap,False,True,True,test
session_008_frame_0168759,training_ep_row_00008,8,168759,741,870,turn_on_lightbulb,turn_off_lightbulb,2420,28419,502,gap,False,True,True,test
session_008_frame_0170371,training_ep_row_00008,8,170371,3479,3232,turn_off_lightbulb,place_in_slider,4032,26807,483,gap,False,True,True,test
session_008_frame_0170524,training_ep_row_00008,8,170524,3232,4642,place_in_slider,turn_on_lightbulb,4185,26654,88,gap,False,True,True,test
session_008_frame_0170716,training_ep_row_00008,8,170716,4642,2443,turn_on_lightbulb,lift_blue_block_slider,4377,26462,127,gap,False,True,True,test
session_008_frame_0171023,training_ep_row_00008,8,171023,4741,4506,lift_blue_block_slider,place_in_slider,4684,26155,238,gap,False,True,True,test
session_008_frame_0171226,training_ep_row_00008,8,171226,4506,1396,place_in_slider,turn_off_lightbulb,4887,25952,168,gap,False,True,True,test
session_008_frame_0172806,training_ep_row_00008,8,172806,1396,1347,turn_off_lightbulb,lift_blue_block_slider,6467,24372,1515,gap,False,True,True,test
session_008_frame_0177228,training_ep_row_00008,8,177228,1584,3483,lift_blue_block_slider,lift_red_block_table,10889,19950,4363,gap,False,True,True,test
session_008_frame_0177726,training_ep_row_00008,8,177726,4081,769,lift_red_block_table,turn_on_lightbulb,11387,19452,432,gap,False,True,True,test
session_008_frame_0178856,training_ep_row_00008,8,178856,1350,4575,turn_on_lightbulb,turn_off_lightbulb,12517,18322,1056,gap,False,True,True,test
session_008_frame_0179012,training_ep_row_00008,8,179012,4575,1657,turn_off_lightbulb,lift_red_block_table,12673,18166,91,gap,False,True,True,test
session_008_frame_0179118,training_ep_row_00008,8,179118,2960,3696,lift_red_block_table,lift_blue_block_slider,12779,18060,39,gap,False,True,True,test
session_008_frame_0179331,training_ep_row_00008,8,179331,3696,4135,lift_blue_block_slider,lift_red_block_table,12992,17847,148,gap,False,True,True,test
session_008_frame_0180288,training_ep_row_00008,8,180288,4135,2149,lift_red_block_table,place_in_slider,13949,16890,892,gap,False,True,True,test
session_008_frame_0181402,training_ep_row_00008,8,181402,2149,667,place_in_slider,lift_red_block_table,15063,15776,1073,gap,False,True,True,test
session_008_frame_0181605,training_ep_row_00008,8,181605,667,2817,lift_red_block_table,turn_on_lightbulb,15266,15573,138,gap,False,True,True,test
session_008_frame_0182355,training_ep_row_00008,8,182355,2817,1099,turn_on_lightbulb,lift_red_block_table,16016,14823,685,gap,False,True,True,test
session_008_frame_0183325,training_ep_row_00008,8,183325,1099,3440,lift_red_block_table,place_in_slider,16986,13853,905,gap,False,True,True,test
session_008_frame_0183824,training_ep_row_00008,8,183824,3440,2233,place_in_slider,lift_blue_block_slider,17485,13354,434,gap,False,True,True,test
session_008_frame_0184966,training_ep_row_00008,8,184966,4831,729,lift_blue_block_slider,place_in_slider,18627,12212,534,gap,False,True,True,test
session_008_frame_0185555,training_ep_row_00008,8,185555,4012,575,place_in_slider,push_pink_block_right,19216,11623,525,gap,False,True,True,test
session_008_frame_0186023,training_ep_row_00008,8,186023,2537,3445,push_pink_block_right,lift_blue_block_slider,19684,11155,333,gap,False,True,True,test
session_008_frame_0186167,training_ep_row_00008,8,186167,488,2764,lift_blue_block_slider,turn_off_lightbulb,19828,11011,78,gap,False,True,True,test
session_008_frame_0186526,training_ep_row_00008,8,186526,2764,4778,turn_off_lightbulb,place_in_slider,20187,10652,294,gap,False,True,True,test
session_008_frame_0186587,training_ep_row_00008,8,186587,4778,2289,place_in_slider,lift_red_block_table,20248,10591,22,gap,False,True,True,test
session_008_frame_0187313,training_ep_row_00008,8,187313,2361,4740,lift_red_block_table,place_in_slider,20974,9865,563,gap,False,True,True,test
session_008_frame_0187610,training_ep_row_00008,8,187610,4740,866,place_in_slider,lift_blue_block_slider,21271,9568,258,gap,False,True,True,test
session_008_frame_0188097,training_ep_row_00008,8,188097,866,2936,lift_blue_block_slider,lift_red_block_table,21758,9081,422,gap,False,True,True,test
session_008_frame_0188156,training_ep_row_00008,8,188156,94,4727,lift_red_block_table,place_in_slider,21817,9022,-13,overlap,False,True,True,test
session_008_frame_0191013,training_ep_row_00008,8,191013,4727,1571,place_in_slider,lift_blue_block_slider,24674,6165,2792,gap,False,True,True,test
session_008_frame_0191320,training_ep_row_00008,8,191320,1571,2820,lift_blue_block_slider,turn_off_lightbulb,24981,5858,242,gap,False,True,True,test
session_008_frame_0192215,training_ep_row_00008,8,192215,2820,1247,turn_off_lightbulb,push_pink_block_right,25876,4963,830,gap,False,True,True,test
session_008_frame_0192333,training_ep_row_00008,8,192333,1247,3257,push_pink_block_right,turn_on_lightbulb,25994,4845,53,gap,False,True,True,test
session_008_frame_0193080,training_ep_row_00008,8,193080,3257,137,turn_on_lightbulb,place_in_slider,26741,4098,682,gap,False,True,True,test
session_008_frame_0193528,training_ep_row_00008,8,193528,137,3872,place_in_slider,turn_on_lightbulb,27189,3650,409,gap,False,True,True,test
session_008_frame_0193601,training_ep_row_00008,8,193601,2761,1339,turn_on_lightbulb,lift_red_block_table,27262,3577,6,gap,False,True,True,test
session_008_frame_0193637,training_ep_row_00008,8,193637,1339,4805,lift_red_block_table,place_in_slider,27298,3541,-3,overlap,False,True,True,test
session_008_frame_0193851,training_ep_row_00008,8,193851,4805,936,place_in_slider,lift_blue_block_slider,27512,3327,177,gap,False,True,True,test
session_008_frame_0195135,training_ep_row_00008,8,195135,936,4538,lift_blue_block_slider,turn_on_lightbulb,28796,2043,1219,gap,False,True,True,test
session_008_frame_0196977,training_ep_row_00008,8,196977,4538,3441,turn_on_lightbulb,place_in_slider,30638,201,1777,gap,False,True,True,test
session_009_frame_0337347,training_ep_row_00009,9,337347,1538,1480,turn_off_lightbulb,turn_on_lightbulb,5980,5443,2870,gap,False,True,True,train
session_009_frame_0337593,training_ep_row_00009,9,337593,66,247,turn_on_lightbulb,place_in_slider,6226,5197,179,gap,False,True,True,train
session_009_frame_0339125,training_ep_row_00009,9,339125,2248,2041,place_in_slider,turn_off_lightbulb,7758,3665,1493,gap,False,True,True,train
